location_area,property_location,total_price,area_sqft,price(sqft),face,outside_view,lat,long_,property_link
jhai, jhai,4360000.0,1062,4105.0,east facing,road view,26.821899,75.6565,https://www.squareyards.com/resale-118-sq-yd-plot-in-jhai/9523405
jhai, jhai,4365000.0,1062,4110.0,east facing,road view,26.821899,75.6565,https://www.squareyards.com/resale-118-sq-yd-plot-in-jhai/9523406
jhai, jhai,4380000.0,1062,4124.0,east facing,road view,26.821899,75.6565,https://www.squareyards.com/resale-118-sq-yd-plot-in-jhai/9523409
jhai, jhai,1042000.0,675,1543.0,east facing,road view,26.821899,75.6565,https://www.squareyards.com/resale-75-sq-yd-plot-in-jhai/9456749
mohanpura, mohanpura,9624000.0,2700,3564.0,east facing,garden view,26.825767,75.736792,https://www.squareyards.com/resale-300-sq-yd-plot-in-mohanpura/9471322
mohanpura, mohanpura,9632000.0,2700,3567.0,east facing,garden view,26.825767,75.736792,https://www.squareyards.com/resale-300-sq-yd-plot-in-mohanpura/9471323
mohanpura, mohanpura,8012000.0,2250,3560.0,east facing,garden view,26.825767,75.736792,https://www.squareyards.com/resale-250-sq-yd-plot-in-mohanpura/9471326
mohanpura, mohanpura,13600000.000000002,3825,3555.0,east facing,garden view,26.825767,75.736792,https://www.squareyards.com/resale-425-sq-yd-plot-in-mohanpura/9471465
kalwara, kalwara,2100000.0,999,2102.0,,,26.798603,75.632533,https://www.squareyards.com/resale-111-sq-yd-plot-in-mahindra-world-city-jaipu/8708630
kalwara, kalwara,2104000.0,1008,2087.0,,,26.798603,75.632533,https://www.squareyards.com/resale-112-sq-yd-plot-in-kalwara/9341752
other, nayla,6408000.0,1602,4000.0,north facing,road view,26.9099227341474,75.8374234288931,https://www.squareyards.com/resale-178-sq-yd-plot-in-nayla/9289665
ajmer road, ajmer road,1381000.0,999,1382.0,west facing,,26.8973631126541,75.7850449159741,https://www.squareyards.com/resale-111-sq-yd-plot-in-suryansh-city-1/9456159
kalwar road, kalwar road,7909999.999999999,1224,6462.0,east facing,road view,26.952882,75.699332,https://www.squareyards.com/resale-136-sq-yd-plot-in-kalwar-road/9512893
hardhyanpura, hardhyanpura,5158000.0,2052,2513.0,east facing,garden view,26.89915,75.971736,https://www.squareyards.com/resale-228-sq-yd-plot-in-hardhyanpura/9526234
hardhyanpura, hardhyanpura,5208000.0,1440,3616.0,east facing,road view,26.8357755,75.5913278,https://www.squareyards.com/resale-160-sq-yd-plot-in-indu-bala-properties-slog/9452542
jagatpura, jagatpura,8450000.0,1170,7222.0,east facing,road view,26.8029830557476,75.8742900565267,https://www.squareyards.com/resale-130-sq-yd-plot-in-open-plot-31/8433469
other, prithvis,3000000.0,900,3333.0,,,,,https://www.squareyards.com/resale-100-sq-yd-plot-in-gokul-kripa-royal-green-city/8994325
tonk road, tonk road,2700000.0,999,2702.0,east facing,road view,26.8313319,75.794154,https://www.squareyards.com/resale-111-sq-yd-plot-in-riyasat-nirvana/9528009
vatika/vatika road, vatika,2300000.0,999,2302.0,east facing,garden view,26.7438414773055,75.8196792751551,https://www.squareyards.com/resale-111-sq-yd-plot-in-vatika/8776319
tonk road, tonk road,6314000.0,1242,5083.0,,road view,26.7516543,75.8260344,https://www.squareyards.com/resale-138-sq-yd-plot-in-bank-officers-colony/9225546
other, prithvis,3289000.0,990,3322.0,east facing,road view,,,https://www.squareyards.com/resale-110-sq-yd-plot-in-imperial-galaxy/9242100
tonk road, sachivalaya nagar,4600000.0,900,5111.0,east facing,garden view,,,https://www.squareyards.com/resale-100-sq-yd-plot-in-riyasat-govindam-homes/9200875
shivdaspura, shivdaspura,4274000.0,963,4438.0,east facing,road view,,,https://www.squareyards.com/resale-107-sq-yd-plot-in-highfly-the-greater-jagatpura/8796462
tonk road, tonk road,11200000.000000002,2250,4977.0,,garden view,26.8292647,75.7957498,https://www.squareyards.com/resale-250-sq-yd-plot-in-ayodhya-nagri/8797980
ajmer road, mahapura,5544000.0,999,5549.0,,road view,26.833543,75.6804653,https://www.squareyards.com/resale-111-sq-yd-plot-in-govind-aashray/8798056
other, prithvis,3290000.0,990,3323.0,east facing,garden view,,,https://www.squareyards.com/resale-110-sq-yd-plot-in-imperial-galaxy/9348453
vaishali nagar, ekta nagar,3500000.0,900,3888.0,east facing,road view,,,https://www.squareyards.com/resale-100-sq-yd-plot-in-sangam-vaishali-extension/8715599
sodala, sodala,11800000.0,1062,11111.0,north facing,,26.9007824866758,75.77830251306295,https://www.squareyards.com/resale-118-sq-yd-plot-in-sodala/9262411
ajmer road, ajmer road,8562000.0,400,21405.0,east facing,garden view,26.893845,75.747296,https://www.squareyards.com/resale-400-sq-ft-plot-in-ajmer-road/9291213
sirsi road, sirsi road,8200000.0,3123,2625.0,,,26.92315,75.690631,https://www.squareyards.com/resale-347-sq-yd-plot-in-sirsi-road/9365463
kalwara, kalwara,1574000.0,891,1766.0,east facing,,26.798305306800938,75.63244700431824,https://www.squareyards.com/resale-99-sq-yd-plot-in-sez-ashry/8381266
gandhi path, gandhi path,3500000.0,477,7337.0,south east facing,garden view,,,https://www.squareyards.com/resale-53-sq-yd-plot-in-manglams-vaishali-estate/9214253
bhakrota, bhakrota,7384999.999999999,1899,3888.0,,,,,https://www.squareyards.com/resale-211-sq-yd-plot-in-manglam-shri-krishna-van/9131332
tonk road, tonk road,4000000.0,900,4444.0,east facing,,,,https://www.squareyards.com/resale-100-sq-yd-plot-in-shreeram-raghunandan-enclave/9005572
ajmer road, ajmer road,2895000.0,900,3216.0,,,26.8973631126541,75.7850449159741,https://www.squareyards.com/resale-100-sq-yd-plot-in-ajmer-road/9073021
mansarovar, patrakar colony,7400000.0,1233,6001.0,,,26.8364686,75.727583,https://www.squareyards.com/resale-137-sq-yd-plot-in-patrakar-colony/9025517
ajmer road, ajmer road,2553000.0,999,2555.0,west facing,road view,,,https://www.squareyards.com/resale-111-sq-yd-plot-in-a-class-star-city/9454295
ajmer road, ajmer road,2553000.0,999,2555.0,,garden view,26.806094365693777,75.64441133290529,https://www.squareyards.com/resale-111-sq-yd-plot-in-vrb-global-city/9454290
gandhi path, gandhi path,13400000.0,2196,6102.0,,road view,,,https://www.squareyards.com/resale-244-sq-yd-plot-in-manglams-vaishali-estate/9110812
central jaipur, railway colony,9520000.0,2196,4335.0,north facing,road view,,,https://www.squareyards.com/resale-244-sq-yd-plot-in-manglam-vaishali-tower-ii/9155708
ajmer road, ajmer road,1443000.0,999,1444.0,east facing,road view,26.8060943656938,75.6444113329053,https://www.squareyards.com/resale-111-sq-yd-plot-in-ajmer-road/8305320
other, sitarampura,3400000.0,999,3403.0,east facing,garden view,,,https://www.squareyards.com/resale-111-sq-yd-plot-in-riyasat-sitarampura-extension/8989878
shivdaspura, shivdaspura,3400000.0,999,3403.0,east facing,garden view,,,https://www.squareyards.com/resale-111-sq-yd-plot-in-riyasat-town/9395684
other, basri jogiyan,3000000.0,999,3003.0,east facing,road view,,,https://www.squareyards.com/resale-111-sq-yd-plot-in-riyasat-eco-park/8808600
vaishali nagar, vaishali nagar,21700000.0,1953,11111.0,east facing,road view,26.904824,75.748962,https://www.squareyards.com/resale-217-sq-yd-plot-in-vaishali-nagar/9344989
vaishali nagar, vidhyut nagar,26100000.0,2061,12663.0,east facing,road view,26.898232,75.750303,https://www.squareyards.com/resale-229-sq-yd-plot-in-vidhyut-nagar/9354831
gandhi path, gandhi path,3500000.0,477,7337.0,,road view,,,https://www.squareyards.com/resale-53-sq-yd-plot-in-manglams-vaishali-estate/9251587
sikar road, sikar road,2750000.0,1242,2214.0,north facing,garden view,26.91243347431389,75.78727081418037,https://www.squareyards.com/resale-138-sq-yd-plot-in-yeah-anclev/9261442
ajmer road, ajmer road,2500000.0,1242,2012.0,,,26.80120816137237,75.6770521402359,https://www.squareyards.com/resale-138-sq-yd-plot-in-unique-enclave/8225879
tonk road, tonk road,2100000.0,1611,1303.0,north east facing,garden view,26.76887634438211,75.83500977605581,https://www.squareyards.com/resale-179-sq-yd-plot-in-shri-ram-kunj/8633803
sirsi road, sirsi road,2750000.0,999,2752.0,east facing,water view,26.91243347431389,75.78727081418037,https://www.squareyards.com/resale-111-sq-yd-plot-in-praid/8972851
agra road, agra road,2800000.0,999,2802.0,north facing,garden view,26.91243347431389,75.78727081418037,https://www.squareyards.com/resale-111-sq-yd-plot-in-alankar/9096615
jagatpura, jagatpura,5500000.0,1080,5092.0,east facing,garden view,,,https://www.squareyards.com/resale-120-sq-yd-plot-in-mahal-residency/8408727
ajmer road, mahapura,5630000.0,2277,2472.0,east facing,water view,26.91243347431389,75.78727081418037,https://www.squareyards.com/resale-253-sq-yd-plot-in-sankalp/9164460
ajmer road, ajmer road,1650000.0,1098,1502.0,east facing,water view,,,https://www.squareyards.com/resale-122-sq-yd-plot-in-gokul-enclave/9160033
jagatpura, jagatpura,4250000.0,999,4254.0,east facing,water view,26.91243347431389,75.78727081418037,https://www.squareyards.com/resale-111-sq-yd-plot-in-shri-dham/9251421
sikar road, sikar road,2450000.0,999,2452.0,north facing,road view,26.91243347431389,75.78727081418037,https://www.squareyards.com/resale-111-sq-yd-plot-in-golden-city/9070987
ajmer road, ajmer road,1800000.0,1494,1204.0,,,26.8708346314329,75.69726660847664,https://www.squareyards.com/resale-166-sq-yd-plot-in-vinayaka/8188964
sirsi road, sirsi road,3050000.0,999,3053.0,east facing,water view,26.91243347431389,75.78727081418037,https://www.squareyards.com/resale-111-sq-yd-plot-in-sirsi-road/8991640
jagatpura, jagatpura,6000000.0,1089,5509.0,,,26.82940956488088,75.84953561425209,https://www.squareyards.com/resale-121-sq-yd-plot-in-shanti-niketan/8348078
agra road, agra road,2970000.0,1242,2391.0,east facing,road view,26.91243347431389,75.78727081418037,https://www.squareyards.com/resale-138-sq-yd-plot-in-happy-residency/9032256
vatika/vatika road, vatika,2250000.0,999,2252.0,east facing,road view,26.91243347431389,75.78727081418037,https://www.squareyards.com/resale-111-sq-yd-plot-in-paradise/8865794
central jaipur, siwar,2950000.0,999,2952.0,east facing,garden view,,,https://www.squareyards.com/resale-111-sq-yd-plot-in-bhumija-alankar/8880340
vatika/vatika road, vatika,2220000.0,999,2222.0,east facing,water view,26.91243347431389,75.78727081418037,https://www.squareyards.com/resale-111-sq-yd-plot-in-paradise/8897547
jagatpura, jagatpura,4670000.0,999,4674.0,east facing,water view,26.9124334743139,75.7872708141804,https://www.squareyards.com/resale-111-sq-yd-plot-in-sree-kunj/8943923
sikar road, sikar road,2150000.0,999,2152.0,north facing,water view,26.91243347431389,75.78727081418037,https://www.squareyards.com/resale-111-sq-yd-plot-in-anclev/8880898
ajmer road, ajmer road,1750000.0,999,1751.0,west facing,water view,26.91243347431389,75.78727081418037,https://www.squareyards.com/resale-111-sq-yd-plot-in-sauthan-praid/8979265
tonk road, tonk road,2850000.0,1242,2294.0,east facing,water view,26.9124334743139,75.7872708141804,https://www.squareyards.com/resale-138-sq-yd-plot-in-tonk-road/9233819
sirsi road, sirsi road,3250000.0,999,3253.0,north facing,water view,26.91243347431389,75.78727081418037,https://www.squareyards.com/resale-111-sq-yd-plot-in-sood-vihar/9109934
tonk road, tonk road,3225000.0,999,3228.0,west facing,water view,26.91243347431389,75.78727081418037,https://www.squareyards.com/resale-111-sq-yd-plot-in-ayodhya-nagari/9229467
ajmer road, ajmer road,1695000.0,999,1696.0,north facing,garden view,26.806094365693777,75.64441133290529,https://www.squareyards.com/resale-111-sq-yd-plot-in-happy-raman/9018933
ajmer road, ajmer road,5200000.0,999,5205.0,west facing,road view,26.91243347431389,75.78727081418037,https://www.squareyards.com/resale-111-sq-yd-plot-in-shiri-dham/8950269
sikar road, sikar road,4500000.0,999,4504.0,east facing,water view,26.95926327437548,75.67711114883423,https://www.squareyards.com/resale-111-sq-yd-plot-in-bhumija-green/9464166
ajmer road, ajmer road,2100000.0,1188,1767.0,north east facing,garden view,26.8708346314329,75.69726660847664,https://www.squareyards.com/resale-132-sq-yd-plot-in-jaganathpuri/8572197
tonk road, tonk road,1450000.0,999,1451.0,east facing,water view,26.91243347431389,75.78727081418037,https://www.squareyards.com/resale-111-sq-yd-plot-in-rajshri-anclev/9229465
ajmer road, ajmer road,1750000.0,999,1751.0,east facing,water view,26.9124334743139,75.7872708141804,https://www.squareyards.com/resale-111-sq-yd-plot-in-ajmer-road/9100729
jagatpura, jagatpura,4799000.0,1359,3531.0,north west facing,garden view,26.821994917533164,75.83491288125515,https://www.squareyards.com/resale-151-sq-yd-plot-in-rohit-enclave/8438478
ajmer road, ajmer road,2360000.0,999,2362.0,east facing,water view,26.91243347431389,75.78727081418037,https://www.squareyards.com/resale-111-sq-yd-plot-in-eco-park/8950266
ajmer road, ajmer road,1745000.0,999,1746.0,east facing,garden view,26.91243347431389,75.78727081418037,https://www.squareyards.com/resale-111-sq-yd-plot-in-aanand-lok/9296077
tonk road, tonk road,3150000.0,999,3153.0,east facing,water view,26.91243347431389,75.78727081418037,https://www.squareyards.com/resale-111-sq-yd-plot-in-ayodhya-nagri/9549013
tonk road, tonk road,2246000.0,1458,1540.0,east facing,water view,26.91243347431389,75.78727081418037,https://www.squareyards.com/resale-162-sq-yd-plot-in-soladar/9002071
tonk road, tonk road,2400000.0,999,2402.0,east facing,water view,26.91243347431389,75.78727081418037,https://www.squareyards.com/resale-111-sq-yd-plot-in-siv-anclev/9028152
sikar road, sikar road,2450000.0,999,2452.0,east facing,garden view,26.91243347431389,75.78727081418037,https://www.squareyards.com/resale-111-sq-yd-plot-in-empire-1st/9078283
tonk road, tonk road,1960000.0,999,1961.0,east facing,water view,26.91243347431389,75.78727081418037,https://www.squareyards.com/resale-111-sq-yd-plot-in-golden-prime/8982977
ajmer road, ajmer road,1650000.0,999,1651.0,east facing,water view,26.91243347431389,75.78727081418037,https://www.squareyards.com/resale-111-sq-yd-plot-in-praid/9096606
kalwar road, kalwar road,2275000.0,999,2277.0,east facing,garden view,26.91243347431389,75.78727081418037,https://www.squareyards.com/resale-111-sq-yd-plot-in-balaji-anclev/9192576
jagatpura, jagatpura,5495000.0,1494,3678.0,north facing,garden view,26.78966124332996,75.87227638810873,https://www.squareyards.com/resale-166-sq-yd-plot-in-avran-enclave/8426664
sikar road, sikar road,1600000.0,1494,1070.0,east facing,garden view,27.006322744171843,75.76794549822807,https://www.squareyards.com/resale-166-sq-yd-plot-in-sikar-road/8188976
central jaipur, adarsh nagar,5500000.0,999,5505.0,east facing,water view,26.91243347431389,75.78727081418037,https://www.squareyards.com/resale-111-sq-yd-plot-in-vijay-anclev/9229468
agra road, agra road,2400000.0,999,2402.0,north facing,road view,26.91243347431389,75.78727081418037,https://www.squareyards.com/resale-111-sq-yd-plot-in-amrit-anclev/9028164
mansarovar, patrakar colony,5500000.0,1494,3681.0,east facing,water view,26.85045916847069,75.76277017593384,https://www.squareyards.com/resale-166-sq-yd-plot-in-patrakar-colony/9134204
sirsi road, sirsi road,3450000.0,1098,3142.0,east facing,water view,26.91243347431389,75.78727081418037,https://www.squareyards.com/resale-122-sq-yd-plot-in-raj-enclave/9217528
vatika/vatika road, vatika,3200000.0,1377,2323.0,east facing,water view,26.91243347431389,75.78727081418037,https://www.squareyards.com/resale-153-sq-yd-plot-in-paredaise/8923748
tonk road, tonk road,3250000.0,1242,2616.0,east facing,water view,26.91243347431389,75.78727081418037,https://www.squareyards.com/resale-138-sq-yd-plot-in-the-ring-avenue/9036317
ajmer road, ajmer road,2750000.0,2394,1148.0,north east facing,garden view,26.85832779472147,75.66326256841421,https://www.squareyards.com/resale-266-sq-yd-plot-in-nrk-enclave/8248862
sikar road, sikar road,2825000.0,1377,2051.0,north facing,garden view,26.91243347431389,75.78727081418037,https://www.squareyards.com/resale-153-sq-yd-plot-in-abhimanyu-residency/9243948
sirsi road, sirsi road,3500000.0,999,3503.0,,,26.91243347431389,75.78727081418037,https://www.squareyards.com/resale-111-sq-yd-plot-in-praim/9078290
ajmer road, jaipur ajmer express highway,1700000.0,999,1701.0,east facing,road view,26.9124334743139,75.7872708141804,https://www.squareyards.com/resale-111-sq-yd-plot-in-siv-anclev/8872181
jagatpura, jagatpura,5000000.0,1098,4553.0,east facing,garden view,26.822070915492084,75.84819048643112,https://www.squareyards.com/resale-122-sq-yd-plot-in-riyasat-enclave/8426563
agra road, agra road,2750000.0,999,2752.0,east facing,water view,26.91243347431389,75.78727081418037,https://www.squareyards.com/resale-111-sq-yd-plot-in-sood-vihar/9148418
kalwar road, kalwar road,1750000.0,999,1751.0,east facing,water view,26.91243347431389,75.78727081418037,https://www.squareyards.com/resale-111-sq-yd-plot-in-arpan/9239115
ajmer road, ajmer road,10200000.0,4122,2474.0,,,26.893845,75.747296,https://www.squareyards.com/resale-458-sq-yd-plot-in-ajmer-road/9396899
sitapura, sitapura,4650000.0,999,4654.0,north facing,water view,,,https://www.squareyards.com/resale-111-sq-yd-plot-in-riyasat-kunj/9274382
tonk road, tonk road,2000000.0,999,2002.0,west facing,water view,26.91243347431389,75.78727081418037,https://www.squareyards.com/resale-111-sq-yd-plot-in-vista/8920353
jagatpura, jagatpura,4800000.0,999,4804.0,east facing,water view,26.91243347431389,75.78727081418037,https://www.squareyards.com/resale-111-sq-yd-plot-in-chart/8961251
ajmer road, ajmer road,1650000.0,999,1651.0,west facing,water view,26.91243347431389,75.78727081418037,https://www.squareyards.com/resale-111-sq-yd-plot-in-raghavan/8996218
sirsi road, sirsi road,2400000.0,999,2402.0,east facing,garden view,26.91243347431389,75.78727081418037,https://www.squareyards.com/resale-111-sq-yd-plot-in-alankar/8930741
vatika/vatika road, vatika,2000000.0,1710,1169.0,east facing,road view,26.74384147730549,75.81967927515507,https://www.squareyards.com/resale-190-sq-yd-plot-in-shanti-kunj/8616264
kalwar road, kalwar road,1213000.0,918,1321.0,east facing,garden view,26.952882,75.699332,https://www.squareyards.com/resale-102-sq-yd-plot-in-kalwar-road/9547565
jagatpura, jagatpura,18600000.0,2394,7769.0,east facing,garden view,26.799709160489,75.8804675191641,https://www.squareyards.com/resale-266-sq-yd-plot-in-ashadeep-shripuram-near-b/9115043
other, kapoorawala,4140000.0,1827,2266.0,,road view,26.774951,75.712755,https://www.squareyards.com/resale-203-sq-yd-plot-in-kapoorawala/9266720
ajmer road, ajmer road,2875000.0,900,3194.0,,,26.893845,75.747296,https://www.squareyards.com/resale-100-sq-yd-plot-in-govindam-gardens/9264361
sirsi road, sirsi,4883000.0,999,4887.0,,,26.922828922762108,75.67717283964157,https://www.squareyards.com/resale-111-sq-yd-plot-in-keshwa-greens/8174288
neota, neota,2095000.0,900,2327.0,,,26.79739672798184,75.66388182342052,https://www.squareyards.com/resale-100-sq-yd-plot-in-shri-krishnam/8172687
ajmer road, ajmer road,3329999.9999999995,999,3333.0,east facing,garden view,26.7975637202869,75.6774152442813,https://www.squareyards.com/resale-111-sq-yd-plot-in-newta-greens/8410736
neota, neota,3042000.0,999,3045.0,east facing,road view,26.803238,75.678656,https://www.squareyards.com/resale-111-sq-yd-plot-in-neota/9395982
neota, neota,3594000.0,1305,2754.0,east facing,road view,26.803238,75.678656,https://www.squareyards.com/resale-145-sq-yd-plot-in-neota/9396063
ajmer road, ajmer road,6170000.0,3195,1931.0,east facing,garden view,,,https://www.squareyards.com/resale-355-sq-yd-plot-in-satyam-city/8480159
vatika/vatika road, vatika,4802000.0,1764,2722.0,north facing,garden view,,,https://www.squareyards.com/resale-196-sq-yd-plot-in-shree-ram-vatika/8636275
sikar road, sikar road,2445000.0,999,2447.0,east facing,garden view,,,https://www.squareyards.com/resale-111-sq-yd-plot-in-unnati-vihar/8220151
ajmer road, ajmer road,4245000.0,2250,1886.0,north facing,garden view,,,https://www.squareyards.com/resale-250-sq-yd-plot-in-anant-vihar/8384806
jagatpura, jagatpura,6110000.0,999,6116.0,north facing,garden view,,,https://www.squareyards.com/resale-111-sq-yd-plot-in-divine-homes-jagatpura/8173140
agra road, agra road,5350000.0,1368,3910.0,east facing,garden view,26.9482193494056,75.8923735097051,https://www.squareyards.com/resale-152-sq-yd-plot-in-the-delight-residency/9264365
jaisinghpura, jais,2595000.0,900,2883.0,east facing,garden view,26.83675491886306,75.69974664598703,https://www.squareyards.com/resale-100-sq-yd-plot-in-happy-kunj/9249244
jaisinghpura, jais,5400000.0,1620,3333.0,east facing,road view,26.836979,75.699181,https://www.squareyards.com/resale-180-sq-yd-plot-in-jaisinghpura/9364689
other, nayla,3800000.0,999,3803.0,east facing,road view,26.8947701,75.8876214,https://www.squareyards.com/resale-111-sq-yd-plot-in-the-delight/9082705
kalwar road, kalwar road,800000.0,801,998.0,east facing,,26.94209651886228,75.64096368849277,https://www.squareyards.com/resale-89-sq-yd-plot-in-jai-bhawani-vihar-ii-gaj/8752497
other, pahadiya road,3400000.0,999,3403.0,east facing,garden view,,,https://www.squareyards.com/resale-111-sq-yd-plot-in-riyasat-sitarampura-extension/9173288
other, ajairajpura,1795000.0,900,1994.0,east facing,road view,26.737896821084075,75.66153824329376,https://www.squareyards.com/resale-100-sq-yd-plot-in-ganesham-aangan/8684289
ajmer road, jaipur ajmer express highway,2776000.0,1089,2549.0,east facing,garden view,26.874566,75.707516,https://www.squareyards.com/resale-121-sq-yd-plot-in-jaipur-ajmer-express-highway/9497678
other, b,21800000.0,5050,4316.0,,garden view,,,https://www.squareyards.com/resale-5050-sq-ft-plot-in-bhumija-prime/9367134
bhapura, bhapura,3795000.000000001,1485,2555.0,,road view,26.7378969,75.6615384,https://www.squareyards.com/resale-165-sq-yd-plot-in-bhapura/9388687
sanganer, sanganer,3214000.0,2150,1494.0,,garden view,,,https://www.squareyards.com/resale-2150-sq-ft-plot-in-riyasat-vatika-residency/9472232
sanganer, sanganer,3206000.0,2150,1491.0,,garden view,,,https://www.squareyards.com/resale-2150-sq-ft-plot-in-riyasat-vatika-residency/9472223
sanganer, sanganer,3279999.9999999995,2155,1522.0,,garden view,,,https://www.squareyards.com/resale-2155-sq-ft-plot-in-riyasat-vatika-residency/9472244
bhapura, bhapura,3685000.0,1440,2559.0,,road view,26.7378969,75.6615384,https://www.squareyards.com/resale-160-sq-yd-plot-in-elite-world-city/9484874
bhapura, bhapura,3110000.0,1215,2559.0,,road view,26.7378969,75.6615384,https://www.squareyards.com/resale-135-sq-yd-plot-in-elite-world-city/9484854
bhapura, bhapura,3460000.0,1350,2562.0,,road view,26.7378969,75.6615384,https://www.squareyards.com/resale-150-sq-yd-plot-in-elite-world-city/9484867
ajmer road, ajmer road,6302000.0,1575,4001.0,,garden view,26.9287967,75.9651926,https://www.squareyards.com/resale-175-sq-yd-plot-in-the-riyasat-delight/9502714
ajmer road, ajmer road,6484999.999999999,1620,4003.0,,garden view,26.9287967,75.9651926,https://www.squareyards.com/resale-180-sq-yd-plot-in-ajmer-road/9502715
ajmer road, ajmer road,7631999.999999999,1908,3999.0,,garden view,26.9287967,75.9651926,https://www.squareyards.com/resale-212-sq-yd-plot-in-the-riyasat-delight/9502682
ajmer road, ajmer road,5940000.0,1485,4000.0,,garden view,26.9287967,75.9651926,https://www.squareyards.com/resale-165-sq-yd-plot-in-ajmer-road/9502646
ajmer road, ajmer road,6120000.0,1530,4000.0,,garden view,26.9287967,75.9651926,https://www.squareyards.com/resale-170-sq-yd-plot-in-ajmer-road/9502649
ajmer road, ajmer road,6300000.0,1575,4000.0,,garden view,26.9287967,75.9651926,https://www.squareyards.com/resale-175-sq-yd-plot-in-ajmer-road/9502650
ajmer road, ajmer road,6048000.0,1512,4000.0,,garden view,26.9287967,75.9651926,https://www.squareyards.com/resale-168-sq-yd-plot-in-ajmer-road/9502648
ajmer road, ajmer road,5580000.0,1395,4000.0,,garden view,26.9287967,75.9651926,https://www.squareyards.com/resale-155-sq-yd-plot-in-ajmer-road/9502643
ajmer road, ajmer road,2100000.0,1008,2083.0,west facing,garden view,26.893845,75.747296,https://www.squareyards.com/resale-112-sq-yd-plot-in-ajmer-road/9145181
neota, neota,4000000.0,999,4004.0,east facing,garden view,26.803238,75.678656,https://www.squareyards.com/resale-111-sq-yd-plot-in-neota/9485078
neota, neota,2774000.0,693,4002.0,east facing,garden view,26.803238,75.678656,https://www.squareyards.com/resale-77-sq-yd-plot-in-neota/9485195
neota, neota,2882000.0,720,4002.0,east facing,garden view,26.803238,75.678656,https://www.squareyards.com/resale-80-sq-yd-plot-in-neota/9485197
neota, neota,2954000.0,738,4002.0,east facing,garden view,26.803238,75.678656,https://www.squareyards.com/resale-82-sq-yd-plot-in-neota/9485199
neota, neota,3243000.0,810,4003.0,east facing,garden view,26.803238,75.678656,https://www.squareyards.com/resale-90-sq-yd-plot-in-neota/9485214
neota, neota,3422999.9999999995,855,4003.0,east facing,garden view,26.803238,75.678656,https://www.squareyards.com/resale-95-sq-yd-plot-in-neota/9485219
neota, neota,3675000.0,918,4003.0,east facing,garden view,26.803238,75.678656,https://www.squareyards.com/resale-102-sq-yd-plot-in-neota/9485226
ajmer road, ajmer road,2252000.0,1071,2102.0,,garden view,26.893845,75.747296,https://www.squareyards.com/resale-119-sq-yd-plot-in-ajmer-road/9518264
ajmer road, ajmer road,2272000.0,1080,2103.0,,garden view,26.893845,75.747296,https://www.squareyards.com/resale-120-sq-yd-plot-in-ajmer-road/9518265
ajmer road, ajmer road,2501000.0,1188,2105.0,,garden view,26.893845,75.747296,https://www.squareyards.com/resale-132-sq-yd-plot-in-ajmer-road/9518277
ajmer road, ajmer road,2023000.0,954,2120.0,,garden view,26.893845,75.747296,https://www.squareyards.com/resale-106-sq-yd-plot-in-ajmer-road/9518251
ajmer road, ajmer road,2100000.0,990,2121.0,,garden view,26.893845,75.747296,https://www.squareyards.com/resale-110-sq-yd-plot-in-ajmer-road/9518125
ajmer road, ajmer road,2176000.0,1026,2120.0,,garden view,26.893845,75.747296,https://www.squareyards.com/resale-114-sq-yd-plot-in-ajmer-road/9518260
sanganer, sanganer,3222999.9999999995,2150,1499.0,,garden view,,,https://www.squareyards.com/resale-2150-sq-ft-plot-in-riyasat-vatika-residency/9472240
bhapura, bhapura,2890000.0,1125,2568.0,,road view,26.7378969,75.6615384,https://www.squareyards.com/resale-125-sq-yd-plot-in-elite-world-city/9484849
kalwar road, kalwar road,7803000.0,1170,6669.0,east facing,road view,26.952882,75.699332,https://www.squareyards.com/resale-130-sq-yd-plot-in-kalwar-road/9512417
kalwar road, kalwar road,7806999.999999999,1170,6672.0,east facing,road view,26.952882,75.699332,https://www.squareyards.com/resale-130-sq-yd-plot-in-kalwar-road/9512622
kalwar road, kalwar road,7817000.0,1170,6681.0,east facing,road view,26.952882,75.699332,https://www.squareyards.com/resale-130-sq-yd-plot-in-kalwar-road/9512623
kalwar road, kalwar road,7859999.999999999,1188,6616.0,east facing,road view,26.952882,75.699332,https://www.squareyards.com/resale-132-sq-yd-plot-in-kalwar-road/9512647
kalwar road, kalwar road,7928000.0,1224,6477.0,east facing,road view,26.952882,75.699332,https://www.squareyards.com/resale-136-sq-yd-plot-in-kalwar-road/9512899
kalwar road, kalwar road,7943000.000000001,1170,6788.0,east facing,road view,26.952882,75.699332,https://www.squareyards.com/resale-130-sq-yd-plot-in-kalwar-road/9512904
kalwar road, kalwar road,7831999.999999999,1170,6694.0,east facing,road view,26.952882,75.699332,https://www.squareyards.com/resale-130-sq-yd-plot-in-kalwar-road/9512630
kishorpura, kishorpura,3096000.0,1233,2510.0,,road view,26.7485954216499,75.7078908383846,https://www.squareyards.com/resale-137-sq-yd-plot-in-kishorpura/9104033
tonk road, tonk road,2400000.0,1242,1932.0,west facing,road view,,,https://www.squareyards.com/resale-138-sq-yd-plot-in-kediaz-kingdom/8466149
other, machwa,4107000.0,999,4111.0,east facing,,26.94209651886228,75.64096368849277,https://www.squareyards.com/resale-111-sq-yd-plot-in-machwa-enclave-kalwar-ro/9123688
