,location_area,property_location,total_price,area_sqft,outside_view,property_link
3694,kalwara, kalwara,1645000.0,900.0,,https://www.squareyards.com/resale-100-sq-yd-plot-in-kalwara/9343853
3695,ajmer road, ajmer road,8555000.0,2412.0,,https://www.squareyards.com/resale-268-sq-yd-plot-in-ajmer-road/9396894
3696,ajmer road, ajmer road,3231000.0,729.0,,https://www.squareyards.com/resale-81-sq-yd-plot-in-vasundhara-nagar-2/8390152
3698,kalwara, kalwara,2045000.0,1512.0,,https://www.squareyards.com/resale-168-sq-yd-plot-in-kalwara/9344231
3699,sirsi road, sirsi road,8278000.0,3600.0,,https://www.squareyards.com/resale-400-sq-yd-plot-in-sirsi-road/9365465
3702,ajmer road, ajmer road,18900000.0,5715.0,,https://www.squareyards.com/resale-635-sq-yd-plot-in-ajmer-road/9396908
3704,kalwara, kalwara,3180000.0,1800.0,,https://www.squareyards.com/resale-200-sq-yd-plot-in-sez-ashry/8447715
3705,sodala, sodala,8645000.0,1197.0,,https://www.squareyards.com/resale-133-sq-yd-plot-in-sodala/8363756
3706,kalwara, kalwara,765000.0,594.0,,https://www.squareyards.com/resale-66-sq-yd-plot-in-kalwara/8170360
3707,sirsi road, sirsi road,3225000.0,1098.0,garden view,https://www.squareyards.com/resale-122-sq-yd-plot-in-bhaskar-enclave/9435324
3708,neota, neota,2450000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-vrb-amber/9368617
3709,sikar road, sikar road,2200000.0,2394.0,garden view,https://www.squareyards.com/resale-266-sq-yd-plot-in-sikar-road/8225871
3710,tonk road, tonk road,2700000.0,999.0,,https://www.squareyards.com/resale-111-sq-yd-plot-in-ram-vihar/9148415
3711,ajmer road, ajmer road,1639999.9999999998,1098.0,garden view,https://www.squareyards.com/resale-122-sq-yd-plot-in-square/9018358
3712,jagatpura, jagatpura,5200000.0,999.0,road view,https://www.squareyards.com/resale-111-sq-yd-plot-in-sree-kunj/8852389
3713,vatika/vatika road, vatika,2154000.0,999.0,water view,https://www.squareyards.com/resale-111-sq-yd-plot-in-vista/8943926
3714,tonk road, tonk road,1725000.0,999.0,water view,https://www.squareyards.com/resale-111-sq-yd-plot-in-golden-city/9014411
3715,jagatpura, jagatpura,4500000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-hari-residency/8374779
3716,tonk road, tonk road,3975000.0,1989.0,water view,https://www.squareyards.com/resale-221-sq-yd-plot-in-raman-vihar/9180950
3717,sikar road, sikar road,2250000.0,1242.0,water view,https://www.squareyards.com/resale-138-sq-yd-plot-in-ampayar/8852393
3718,ajmer road, ajmer road,2495000.0,1440.0,garden view,https://www.squareyards.com/resale-160-sq-yd-plot-in-gokul-heights/8194720
3719,sirsi road, sirsi road,3200000.0,1242.0,water view,https://www.squareyards.com/resale-138-sq-yd-plot-in-raghavan/9066760
3720,tonk road, tonk road,1890000.0,1089.0,garden view,https://www.squareyards.com/resale-121-sq-yd-plot-in-shyam-vatika/8636693
3721,ajmer road, ajmer road,1845000.0,1098.0,garden view,https://www.squareyards.com/resale-122-sq-yd-plot-in-avenue/9447928
3723,sikar road, sikar road,1890000.0,999.0,water view,https://www.squareyards.com/resale-111-sq-yd-plot-in-sauthan-visita/8975641
3724,tonk road, tonk road,2856000.0,1494.0,water view,https://www.squareyards.com/resale-166-sq-yd-plot-in-panchvati/9002083
3726,jagatpura, jagatpura,5460000.0,999.0,water view,https://www.squareyards.com/resale-111-sq-yd-plot-in-eco-park/8954292
3727,ajmer road, ajmer road,2450000.0,1098.0,water view,https://www.squareyards.com/resale-122-sq-yd-plot-in-happy-arocity/9326204
3728,ajmer road, ajmer road,4825000.0,2088.0,garden view,https://www.squareyards.com/resale-232-sq-yd-plot-in-harmony-residency/9473399
3729,ajmer road, ajmer road,1450000.0,999.0,water view,https://www.squareyards.com/resale-111-sq-yd-plot-in-empire/9390635
3730,ajmer road, ajmer road,2250000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-begas-green/9175711
3731,tonk road, tonk road,1875000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-padmavathi-nagari/9041975
3732,tonk road, tonk road,2000000.0,1494.0,garden view,https://www.squareyards.com/resale-166-sq-yd-plot-in-anant/8176205
3733,tonk road, tonk road,2000000.0,1224.0,garden view,https://www.squareyards.com/resale-136-sq-yd-plot-in-janki-enclave/8349061
3734,agra road, agra road,3050000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-kanota-green/9018936
3735,tonk road, tonk road,2400000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-govind-anclev/9088214
3737,sirsi road, sirsi road,3500000.0,900.0,water view,https://www.squareyards.com/resale-100-sq-yd-plot-in-praim/9088687
3740,tonk road, tonk road,1900000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-sparkle/9066727
3741,sikar road, sikar road,2752000.0,1377.0,water view,https://www.squareyards.com/resale-153-sq-yd-plot-in-govind-anclev/9073284
3742,ajmer road, ajmer road,1800000.0,1359.0,garden view,https://www.squareyards.com/resale-151-sq-yd-plot-in-unique-enclave/8685238
3743,jagatpura, jagatpura,4805000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-jagatpura/8948110
3744,tonk road, tonk road,2150000.0,999.0,water view,https://www.squareyards.com/resale-111-sq-yd-plot-in-meduse/9185539
3745,tonk road, tonk road,2195000.0,999.0,road view,https://www.squareyards.com/resale-111-sq-yd-plot-in-nirwana/8894182
3746,jagatpura, jagatpura,5295000.0,1242.0,garden view,https://www.squareyards.com/resale-138-sq-yd-plot-in-radhe-kunj/8429025
3747,ajmer road, ajmer road,1950000.0,999.0,road view,https://www.squareyards.com/resale-111-sq-yd-plot-in-krasna-kunj/9047013
3748,tonk road, tonk road,1750000.0,999.0,road view,https://www.squareyards.com/resale-111-sq-yd-plot-in-sitaram-nagar/9018403
3749,tonk road, tonk road,1950000.0,999.0,water view,https://www.squareyards.com/resale-111-sq-yd-plot-in-santosh/8996215
3750,jagatpura, jagatpura,4400000.0,999.0,water view,https://www.squareyards.com/resale-111-sq-yd-plot-in-praid/8982359
3751,ajmer road, ajmer road,2700000.0,1494.0,garden view,https://www.squareyards.com/resale-166-sq-yd-plot-in-mahindra-city/8804426
3752,tonk road, tonk road,1850000.0,999.0,water view,https://www.squareyards.com/resale-111-sq-yd-plot-in-golden-city/9188225
3753,ajmer road, ajmer road,2500000.0,1899.0,garden view,https://www.squareyards.com/resale-211-sq-yd-plot-in-mahima-city/8685866
3754,ajmer road, ajmer road,3800000.0,3699.0,garden view,https://www.squareyards.com/resale-411-sq-yd-plot-in-sukriti/8410763
3755,tonk road, tonk road,2350000.0,999.0,water view,https://www.squareyards.com/resale-111-sq-yd-plot-in-vista/8927004
3756,tonk road, tonk road,2430000.0,999.0,water view,https://www.squareyards.com/resale-111-sq-yd-plot-in-golden-city/8982958
3757,ajmer road, ajmer road,2425000.0,999.0,water view,https://www.squareyards.com/resale-111-sq-yd-plot-in-kunj-bihar/9054753
3758,ajmer road, ajmer road,2500000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-gokul-bagh/8950264
3759,tonk road, tonk road,1945000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-annad-lok/9028159
3760,ajmer road, ajmer road,2400000.0,1494.0,garden view,https://www.squareyards.com/resale-166-sq-yd-plot-in-gkg-residency/8386974
3761,jagatpura, jagatpura,4999000.0,1359.0,garden view,https://www.squareyards.com/resale-151-sq-yd-plot-in-happy-residency/8525503
3763,jagatpura, jagatpura,22500000.0,2520.0,,https://www.squareyards.com/resale-280-sq-yd-plot-in-jaipur-property-hub/8780508
3765,tonk road, sachivalaya nagar,5600000.0,1800.0,road view,https://www.squareyards.com/resale-200-sq-yd-plot-in-khushi-enclave-phase-i/8478024
3766,diggi road, diggi road,1200000.0,900.0,,https://www.squareyards.com/resale-100-sq-yd-plot-in-shyam-harivan/8463758
3767,jagatpura, jagatpura,6822000.0,1620.0,garden view,https://www.squareyards.com/resale-180-sq-yd-plot-in-gurupragya-jagatpura-heights/8694490
3768,renwal manji, renwal manji,2000000.0,1125.0,garden view,https://www.squareyards.com/resale-125-sq-yd-plot-in-dreamax-rajdhani-metropolis/9202544
3769,jagatpura, jagatpura,6500000.0,1368.0,,https://www.squareyards.com/resale-152-sq-yd-plot-in-shreeram-hanuman-vatika-j/9088267
3770,tonk road, tonk road,3200000.0,1800.0,,https://www.squareyards.com/resale-200-sq-yd-plot-in-shreeram-raghunandan-enclave/8732069
3772,ajmer road, jaipur ajmer express highway,3306000.0,1026.0,,https://www.squareyards.com/resale-114-sq-yd-plot-in-akshara-green/9060334
3773,vaishali nagar, vaishali nagar,4878000.0,999.0,,https://www.squareyards.com/resale-111-sq-yd-plot-in-keshva-green/8430369
3774,ajmer road, ajmer road,3904000.0,1035.0,,https://www.squareyards.com/resale-115-sq-yd-plot-in-coming-soon-dwarka-the-mo/8430428
3775,vaishali nagar, vaishali nagar,33500000.0,2502.0,road view,https://www.squareyards.com/resale-278-sq-yd-plot-in-vaishali-nagar/9345150
3776,vaishali nagar, vidhyut nagar,25500000.0,2034.0,road view,https://www.squareyards.com/resale-226-sq-yd-plot-in-vidhyut-nagar/9354858
3777,tonk road, tonk road,4000000.0,900.0,,https://www.squareyards.com/resale-100-sq-yd-plot-in-greater-jagatpura-townshi/9105174
3778,other, manohariyawala,3195000.0,900.0,,https://www.squareyards.com/resale-100-sq-yd-plot-in-gokul-the-ring-avenue/9271723
3779,other, balawala,1350000.0,900.0,,https://www.squareyards.com/resale-100-sq-yd-plot-in-balawala/9256946
3780,diggi road, diggi road,1881000.0,999.0,road view,https://www.squareyards.com/resale-111-sq-yd-plot-in-govind-shrivan/8321836
3781,neota, neota,3226000.0,1035.0,road view,https://www.squareyards.com/resale-115-sq-yd-plot-in-neota/9396012
3782,kalwara, kalwara,2485000.0,1800.0,,https://www.squareyards.com/resale-200-sq-yd-plot-in-kalwara/9344233
3783,ajmer road, ajmer road,3327000.0000000005,882.0,,https://www.squareyards.com/resale-98-sq-yd-plot-in-dwarika-the-modern-town/8368547
3784,jagatpura, jagatpura,21700000.0,2799.0,road view,https://www.squareyards.com/resale-311-sq-yd-plot-in-pink-city-enclave-jagatpu/9152318
3785,other, kapoorawala,4144000.0,1827.0,road view,https://www.squareyards.com/resale-203-sq-yd-plot-in-kapoorawala/9266814
3786,diggi road, diggi malpura road,2952000.0,1476.0,garden view,https://www.squareyards.com/resale-164-sq-yd-plot-in-diggi-malpura-road/9547334
3788,ajmer road, ajmer road,4265000.0,2394.0,garden view,https://www.squareyards.com/resale-266-sq-yd-plot-in-rk-city-palm/8266009
3789,ajmer road, ajmer road,5092000.0,1350.0,,https://www.squareyards.com/resale-150-sq-yd-plot-in-dwarika-the-modern-town/8754206
3790,vaishali nagar, vaishali nagar,4087000.0,837.0,,https://www.squareyards.com/resale-93-sq-yd-plot-in-keshva-green/8851825
3791,jagatpura, jagatpura,74600000.0,9603.0,garden view,https://www.squareyards.com/resale-1067-sq-yd-plot-in-pink-city-enclave-jagatpu/9349495
3792,sikar road, sikar road,1860000.0,999.0,water view,https://www.squareyards.com/resale-111-sq-yd-plot-in-braj-bhumi/8930745
3793,tonk road, tonk road,2750000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-tonk-road/8948108
3794,tonk road, tonk road,2275000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-raghavan/9170249
3795,tonk road, tonk road,2625000.0,1098.0,garden view,https://www.squareyards.com/resale-122-sq-yd-plot-in-golden-city/9106960
3796,tonk road, tonk road,2195000.0,1098.0,road view,https://www.squareyards.com/resale-122-sq-yd-plot-in-siv-anclev/9018931
3797,ajmer road, ajmer road,1600000.0,828.0,water view,https://www.squareyards.com/resale-92-sq-yd-plot-in-apna-ghar/9473397
3799,tonk road, tonk road,2545000.0,999.0,water view,https://www.squareyards.com/resale-111-sq-yd-plot-in-golden-city/9078488
3800,ajmer road, ajmer road,4000000.0,4194.0,garden view,https://www.squareyards.com/resale-466-sq-yd-plot-in-shriram/8280292
3802,agra road, agra road,2850000.0,999.0,road view,https://www.squareyards.com/resale-111-sq-yd-plot-in-krishna-vistar/9054782
3803,ajmer road, ajmer road,3500000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-praim/9073287
3804,ajmer road, ajmer road,2625000.0,1098.0,water view,https://www.squareyards.com/resale-122-sq-yd-plot-in-golden-city/9368624
3805,sikar road, sikar road,2750000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-praid/9113088
3806,ajmer road, ajmer road,1595000.0,999.0,road view,https://www.squareyards.com/resale-111-sq-yd-plot-in-raj-enclave/9233686
3807,ajmer road, ajmer road,1745000.0,999.0,water view,https://www.squareyards.com/resale-111-sq-yd-plot-in-new-city/9302240
3808,ajmer road, ajmer road,2150000.0,1440.0,garden view,https://www.squareyards.com/resale-160-sq-yd-plot-in-pearl-residence/8904577
3809,ajmer road, ajmer road,2500000.0,1350.0,garden view,https://www.squareyards.com/resale-150-sq-yd-plot-in-rr-heights/8194714
3810,ajmer road, ajmer road,1900000.0,999.0,road view,https://www.squareyards.com/resale-111-sq-yd-plot-in-radhe-kunj/9054750
3811,ajmer road, ajmer road,3050000.0,1530.0,garden view,https://www.squareyards.com/resale-170-sq-yd-plot-in-elite-city/8852433
3813,ajmer road, ajmer road,2150000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-praim/9018568
3814,tonk road, tonk road,2175000.0,999.0,water view,https://www.squareyards.com/resale-111-sq-yd-plot-in-shri-kunj/9248680
3817,sirsi road, sirsi road,3050000.0,900.0,garden view,https://www.squareyards.com/resale-100-sq-yd-plot-in-alankar/8921007
3818,agra road, agra road,3140000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-avenue/8982111
3819,vatika/vatika road, vatika road,2875000.0,999.0,water view,https://www.squareyards.com/resale-111-sq-yd-plot-in-golden-avenue/9103199
3820,vaishali nagar, vaishali nagar,4750000.0,1377.0,garden view,https://www.squareyards.com/resale-153-sq-yd-plot-in-vaishali-nagar/9214140
3821,tonk road, tonk road,2000000.0,2394.0,garden view,https://www.squareyards.com/resale-266-sq-yd-plot-in-shri-ganesham/8164691
3822,kalwar road, kalwar road,2650000.0,999.0,water view,https://www.squareyards.com/resale-111-sq-yd-plot-in-raghupati-enclave/9296074
3823,jagatpura, jagatpura,6800000.0,1494.0,garden view,https://www.squareyards.com/resale-166-sq-yd-plot-in-united-city/8428903
3824,ajmer road, ajmer road,1975000.0,999.0,water view,https://www.squareyards.com/resale-111-sq-yd-plot-in-aavran/9508717
3825,sikar road, sikar road,3475000.0,1494.0,garden view,https://www.squareyards.com/resale-166-sq-yd-plot-in-krishna-kunj/9506493
3827,diggi road, diggi road,3454999.9999999995,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-sparkle/9103198
3828,other, b,2750000.0,999.0,water view,https://www.squareyards.com/resale-111-sq-yd-plot-in-gokul-prangan/9368630
3829,vaishali nagar, ekta nagar,1500000.0,1350.0,road view,https://www.squareyards.com/resale-150-sq-yd-plot-in-bhoomi-heights/8738082
3830,kalwar road, kalwar road,10500000.0,2700.0,road view,https://www.squareyards.com/resale-300-sq-yd-plot-in-ansals-sushant-city-i-spanish-villa/8644483
3831,other, nari ka bas,950000.0,2700.0,road view,https://www.squareyards.com/resale-300-sq-yd-plot-in-ansal-sushant-city/8364769
3832,jagatpura, jagatpura,12600000.0,1620.0,road view,https://www.squareyards.com/resale-180-sq-yd-plot-in-xavier-arcade-2/9113833
3833,mansarovar, mansarovar,1495000.0,900.0,road view,https://www.squareyards.com/resale-100-sq-yd-plot-in-raghav-vihar/8241158
3834,neota, neota,3492000.0,1188.0,road view,https://www.squareyards.com/resale-132-sq-yd-plot-in-neota/9396048
3835,neota, neota,3295000.0000000005,1080.0,road view,https://www.squareyards.com/resale-120-sq-yd-plot-in-neota/9396022
3836,neota, neota,3300000.0,1080.0,road view,https://www.squareyards.com/resale-120-sq-yd-plot-in-neota/9396023
3837,neota, neota,3511000.0,1188.0,road view,https://www.squareyards.com/resale-132-sq-yd-plot-in-neota/9396050
3838,neota, neota,3570000.0000000005,1305.0,road view,https://www.squareyards.com/resale-145-sq-yd-plot-in-neota/9396059
3839,neota, neota,3666000.0,1359.0,road view,https://www.squareyards.com/resale-151-sq-yd-plot-in-neota/9396075
3840,neota, neota,3440999.9999999995,1188.0,road view,https://www.squareyards.com/resale-132-sq-yd-plot-in-neota/9396042
3841,neota, neota,3030000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-neota/9395604
3842,neota, neota,3135000.0,1035.0,road view,https://www.squareyards.com/resale-115-sq-yd-plot-in-neota/9395998
3843,neota, neota,3145000.0,1035.0,road view,https://www.squareyards.com/resale-115-sq-yd-plot-in-neota/9396000
3844,neota, neota,3251000.0,1080.0,road view,https://www.squareyards.com/resale-120-sq-yd-plot-in-neota/9396017
3845,neota, neota,3272000.0,1080.0,road view,https://www.squareyards.com/resale-120-sq-yd-plot-in-neota/9396020
3846,neota, neota,3285000.0,1080.0,road view,https://www.squareyards.com/resale-120-sq-yd-plot-in-neota/9396021
3847,neota, neota,3382000.0,1134.0,road view,https://www.squareyards.com/resale-126-sq-yd-plot-in-neota/9396031
3848,neota, neota,3432000.0,1134.0,road view,https://www.squareyards.com/resale-126-sq-yd-plot-in-neota/9396039
3849,neota, neota,3552000.0000000005,1305.0,road view,https://www.squareyards.com/resale-145-sq-yd-plot-in-neota/9396055
3850,neota, neota,3646000.0,1359.0,road view,https://www.squareyards.com/resale-151-sq-yd-plot-in-neota/9396073
3851,neota, neota,3065000.0,999.0,road view,https://www.squareyards.com/resale-111-sq-yd-plot-in-neota/9395985
3852,neota, neota,3092000.0,999.0,road view,https://www.squareyards.com/resale-111-sq-yd-plot-in-neota/9395991
3853,ajmer road, ajmer road,4710000.0,2412.0,garden view,https://www.squareyards.com/resale-268-sq-yd-plot-in-anant-vihar/8474654
3854,other, mundiya ramsar,2970000.0,1062.0,garden view,https://www.squareyards.com/resale-118-sq-yd-plot-in-ylb-vaishali-enclave-west/8543320
3855,ajmer road, ajmer road,5085000.0,2700.0,garden view,https://www.squareyards.com/resale-300-sq-yd-plot-in-melange-isle/8477968
3856,sikar road, sikar road,2390000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-unnati-vihar/8285714
3857,sikar road, sikar road,3350000.0,1368.0,road view,https://www.squareyards.com/resale-152-sq-yd-plot-in-ashiana-greens/8265935
3859,neota, neota,3891000.0,981.0,garden view,https://www.squareyards.com/resale-109-sq-yd-plot-in-neota/9485232
3860,ajmer road, ajmer road,2405000.0,1143.0,garden view,https://www.squareyards.com/resale-127-sq-yd-plot-in-ajmer-road/9518272
3862,ajmer road, ajmer road,5040000.0,1260.0,garden view,https://www.squareyards.com/resale-140-sq-yd-plot-in-ajmer-road/9502640
3863,sanganer, sanganer,3202000.0000000005,2150.0,garden view,https://www.squareyards.com/resale-2150-sq-ft-plot-in-riyasat-vatika-residency/9472219
3874,other, ajairajpura,1994000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-ganesham-aangan/8675913
3875,other, ajairajpura,1795000.0,900.0,garden view,https://www.squareyards.com/resale-100-sq-yd-plot-in-ganesham-angan/8675912
3878,ajmer road, jaipur ajmer express highway,2673000.0,1044.0,garden view,https://www.squareyards.com/resale-116-sq-yd-plot-in-jaipur-ajmer-express-highway/9497721
3879,ajmer road, jaipur ajmer express highway,2585000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-jaipur-ajmer-express-highway/9497709
3880,ajmer road, jaipur ajmer express highway,2575000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-jaipur-ajmer-express-highway/9497734
3881,ajmer road, jaipur ajmer express highway,2550000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-jaipur-ajmer-express-highway/9497403
3882,ajmer road, jaipur ajmer express highway,2886000.0,1134.0,garden view,https://www.squareyards.com/resale-126-sq-yd-plot-in-jaipur-ajmer-express-highway/9497689
3883,ajmer road, jaipur ajmer express highway,2765000.0,1089.0,garden view,https://www.squareyards.com/resale-121-sq-yd-plot-in-jaipur-ajmer-express-highway/9497677
3885,ajmer road, ajmer road,3601000.0,900.0,road view,https://www.squareyards.com/resale-100-sq-yd-plot-in-the-riyasat-delight/9372029
3890,sanganer, sanganer,3204000.0,2150.0,garden view,https://www.squareyards.com/resale-2150-sq-ft-plot-in-riyasat-vatika-residency/9472221
3893,sanganer, sanganer,3211999.9999999995,2150.0,garden view,https://www.squareyards.com/resale-2150-sq-ft-plot-in-riyasat-vatika-residency/9472229
3894,sanganer, sanganer,3215000.0,2150.0,garden view,https://www.squareyards.com/resale-2150-sq-ft-plot-in-riyasat-vatika-residency/9472233
3895,bhapura, bhapura,3800000.0,1485.0,road view,https://www.squareyards.com/resale-165-sq-yd-plot-in-elite-world-city/9484877
3896,ajmer road, ajmer road,3609000.000000001,900.0,garden view,https://www.squareyards.com/resale-100-sq-yd-plot-in-ajmer-road/9502693
3897,ajmer road, ajmer road,3608000.0,900.0,garden view,https://www.squareyards.com/resale-100-sq-yd-plot-in-ajmer-road/9502692
3898,ajmer road, ajmer road,5292000.0,1323.0,garden view,https://www.squareyards.com/resale-147-sq-yd-plot-in-ajmer-road/9502652
3899,ajmer road, ajmer road,3613000.000000001,900.0,garden view,https://www.squareyards.com/resale-100-sq-yd-plot-in-ajmer-road/9502679
3900,ajmer road, ajmer road,5832000.0,1458.0,garden view,https://www.squareyards.com/resale-162-sq-yd-plot-in-the-riyasat-delight/9502647
3901,ajmer road, ajmer road,3492000.0,873.0,garden view,https://www.squareyards.com/resale-97-sq-yd-plot-in-ajmer-road/9502657
3902,ajmer road, ajmer road,3311999.9999999995,828.0,garden view,https://www.squareyards.com/resale-92-sq-yd-plot-in-ajmer-road/9502658
3903,ajmer road, ajmer road,3240000.0,810.0,garden view,https://www.squareyards.com/resale-90-sq-yd-plot-in-ajmer-road/9502659
3904,ajmer road, ajmer road,6552000.0,1638.0,garden view,https://www.squareyards.com/resale-182-sq-yd-plot-in-ajmer-road/9502663
3905,ajmer road, ajmer road,4320000.0,1080.0,garden view,https://www.squareyards.com/resale-120-sq-yd-plot-in-ajmer-road/9502636
3906,bhapura, bhapura,3680000.0,1440.0,road view,https://www.squareyards.com/resale-160-sq-yd-plot-in-bhapura/9388686
3907,bhapura, bhapura,3910000.0,1530.0,road view,https://www.squareyards.com/resale-170-sq-yd-plot-in-bhapura/9388688
3908,sanganer, sanganer,3250000.0,2155.0,garden view,https://www.squareyards.com/resale-2155-sq-ft-plot-in-riyasat-vatika-residency/9472243
3909,bhapura, bhapura,2645000.0,1035.0,road view,https://www.squareyards.com/resale-115-sq-yd-plot-in-bhapura/9388676
3911,bhapura, bhapura,4255000.0,1665.0,road view,https://www.squareyards.com/resale-185-sq-yd-plot-in-bhapura/9388690
3912,bhapura, bhapura,4485000.0,1755.0,road view,https://www.squareyards.com/resale-195-sq-yd-plot-in-bhapura/9388692
3913,neota, neota,2702000.0,675.0,garden view,https://www.squareyards.com/resale-75-sq-yd-plot-in-neota/9485193
3914,neota, neota,2810000.0,702.0,garden view,https://www.squareyards.com/resale-78-sq-yd-plot-in-neota/9485198
3915,neota, neota,3099000.0,774.0,garden view,https://www.squareyards.com/resale-86-sq-yd-plot-in-neota/9485206
3916,neota, neota,3135000.0,783.0,garden view,https://www.squareyards.com/resale-87-sq-yd-plot-in-neota/9485209
3917,neota, neota,3207000.0,801.0,garden view,https://www.squareyards.com/resale-89-sq-yd-plot-in-neota/9485213
3918,neota, neota,3386999.9999999995,846.0,garden view,https://www.squareyards.com/resale-94-sq-yd-plot-in-neota/9485218
3919,neota, neota,3747000.0,936.0,garden view,https://www.squareyards.com/resale-104-sq-yd-plot-in-neota/9485228
3920,neota, neota,3783000.0,945.0,garden view,https://www.squareyards.com/resale-105-sq-yd-plot-in-neota/9485229
3921,ajmer road, ajmer road,2101000.0,1008.0,garden view,https://www.squareyards.com/resale-112-sq-yd-plot-in-ajmer-road/9145182
3922,ajmer road, ajmer road,2100000.0,1008.0,garden view,https://www.squareyards.com/resale-112-sq-yd-plot-in-ajmer-road/9145174
3923,ajmer road, ajmer road,2101000.0,1026.0,garden view,https://www.squareyards.com/resale-114-sq-yd-plot-in-ajmer-road/9145187
3925,ajmer road, ajmer road,2004000.0,945.0,garden view,https://www.squareyards.com/resale-105-sq-yd-plot-in-ajmer-road/9518252
3926,ajmer road, ajmer road,2067000.0,972.0,garden view,https://www.squareyards.com/resale-108-sq-yd-plot-in-ajmer-road/9518255
3927,ajmer road, ajmer road,2310000.0,1098.0,garden view,https://www.squareyards.com/resale-122-sq-yd-plot-in-ajmer-road/9518267
3928,sanganer, sanganer,32100000.0,2160.0,garden view,https://www.squareyards.com/resale-2160-sq-ft-plot-in-riyasat-vatika-residency/9472264
3929,other, ajairajpura,2392000.0,1350.0,road view,https://www.squareyards.com/resale-150-sq-yd-plot-in-jai-sagar-city/8880863
3930,vatika/vatika road, lakhna,3612000.0,1044.0,garden view,https://www.squareyards.com/resale-116-sq-yd-plot-in-gunsagar-valley/9095153
3931,vatika/vatika road, vatika road,7220000.0,2097.0,road view,https://www.squareyards.com/resale-233-sq-yd-plot-in-gunsagar-valley/9096725
3932,vatika/vatika road, lakhna,6590000.000000001,1800.0,road view,https://www.squareyards.com/resale-200-sq-yd-plot-in-gunsagar-valley-lakhna-ro/9128437
3933,vatika/vatika road, vatika road,7677000.0,2097.0,garden view,https://www.squareyards.com/resale-233-sq-yd-plot-in-gunsagar-valley-vatika-ro/9178262
3934,renwal manji, renwal manji,4081000.0,1935.0,road view,https://www.squareyards.com/resale-215-sq-yd-plot-in-renwal-manji/9193570
3935,jaisinghpura, jais,3031000.0,900.0,road view,https://www.squareyards.com/resale-100-sq-yd-plot-in-jaisinghpura/9513161
3936,vatika/vatika road, vatika,2800000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-riyasat-peradise/8885528
3937,shivdaspura, shivdaspura,20500000.0,4500.0,road view,https://www.squareyards.com/resale-500-sq-yd-plot-in-shree-sagar-city/8687937
3938,ajmer road, ajmer road,2375000.0,1944.0,garden view,https://www.squareyards.com/resale-216-sq-yd-plot-in-ajmer-road/9185760
3939,jaisinghpura, jais,4200000.0,702.0,road view,https://www.squareyards.com/resale-78-sq-yd-plot-in-jaisinghpura/9018761
3941,diggi road, diggi malpura road,2466000.0,1035.0,road view,https://www.squareyards.com/resale-115-sq-yd-plot-in-diggi-malpura-road/9489728
3942,ajmer road, ajmer road,7200000.0,1800.0,garden view,https://www.squareyards.com/resale-200-sq-yd-plot-in-ajmer-road/9502667
3943,ajmer road, ajmer road,2880000.0,1368.0,garden view,https://www.squareyards.com/resale-152-sq-yd-plot-in-balaji-greens/8865847
3944,kishorpura, kishorpura,3095000.0,1242.0,,https://www.squareyards.com/resale-138-sq-yd-plot-in-kirshna-vatika-kishorpura/9043574
3945,other, kapoorawala,4000000.0,1368.0,,https://www.squareyards.com/resale-152-sq-yd-plot-in-goverdhan-vatika-kapooraw/8648041
3946,tonk road, tonk road,2522000.0,999.0,,https://www.squareyards.com/resale-111-sq-yd-plot-in-tonk-road/9542084
3947,other, narayan vihar,4399000.0,720.0,road view,https://www.squareyards.com/resale-80-sq-yd-plot-in-narayan-vihar/9018803
